TIteration;TBlock;TMessGen;TMessSend;TDisplay;TOA;Essai;TxPower;SF;Bandwith;CodingRate;Taille
5911908;5911987;5912177;5912266;5996355;0;0;14;0;125;4_8;0
6062982;6063062;6063326;6096052;6179918;29;0;14;7;125;4_8;1
6246459;6246539;6249648;6291051;6374923;38;0;14;7;125;4_8;2
6441515;6441596;6444710;6486054;6569853;38;0;14;7;125;4_8;3
6636401;6636481;6639588;6681052;6762483;38;0;14;7;125;4_8;4
6826676;6826756;6829886;6871048;6954874;38;0;14;7;125;4_8;5
7021478;7021559;7024676;7074051;7157923;46;0;14;7;125;4_8;6
7228215;7228293;7231475;7279055;7362871;46;0;14;7;125;4_8;7
7429396;7429477;7432588;7482052;7565946;46;0;14;7;125;4_8;8
7632580;7632661;7635777;7693053;7776874;54;0;14;7;125;4_8;9
7843435;7843515;7846626;7904052;7988036;54;0;14;7;125;4_8;10
8054696;8054776;8057914;8115054;8198956;54;0;14;7;125;4_8;11
8265611;8265691;8268811;8326050;8410019;54;0;14;7;125;4_8;12
8476683;8476763;8479894;8547053;8630960;62;0;14;7;125;4_8;13
8697586;8697674;8700787;8768051;8851984;62;0;14;7;125;4_8;14
8918697;8918781;8921918;8989054;9073026;62;0;14;7;125;4_8;15
9143249;9143328;9146511;9222053;9306075;70;0;14;7;125;4_8;16
9372759;9372842;9375990;9451054;9534956;70;0;14;7;125;4_8;17
9601649;9601730;9604858;9680052;9764019;70;0;14;7;125;4_8;18
9830690;9830771;9833921;9909048;9992940;70;0;14;7;125;4_8;19
10059545;10059629;10062756;10146051;10230051;79;0;14;7;125;4_8;20
10296753;10296835;10299970;10383053;10466963;79;0;14;7;125;4_8;21
10533596;10533683;10536815;10620052;10704055;79;0;14;7;125;4_8;22
10770756;10770839;10773981;10865053;10949006;87;0;14;7;125;4_8;23
11019313;11019391;11022585;11112054;11196034;87;0;14;7;125;4_8;24
11262751;11262835;11265979;11357054;11440972;87;0;14;7;125;4_8;25
11507589;11507673;11510805;11602046;11686061;87;0;14;7;125;4_8;26
11752769;11752852;11755994;11855053;11938969;95;0;14;7;125;4_8;27
12005644;12005725;12008869;12108051;12192065;95;0;14;7;125;4_8;28
12258751;12258832;12261974;12361058;12444986;95;0;14;7;125;4_8;29
12511633;12511713;12514845;12622051;12706036;103;0;14;7;125;4_8;30
12772721;12772806;12775952;12883054;12966979;103;0;14;7;125;4_8;31
13037212;13037291;13040480;13146054;13230059;103;0;14;7;125;4_8;32
13296749;13296832;13299983;13407048;13490999;103;0;14;7;125;4_8;33
13557631;13557711;13560854;13676051;13760040;111;0;14;7;125;4_8;34
13826776;13826869;13830011;13945053;14028981;111;0;14;7;125;4_8;35
14095689;14095769;14098916;14214052;14298042;111;0;14;7;125;4_8;36
14364744;14364826;14367979;14491053;14574988;120;0;14;7;125;4_8;37
14641658;14641743;14644892;14768052;14852059;120;0;14;7;125;4_8;38
14922319;14922397;14925606;15047056;15131033;120;0;14;7;125;4_8;39
15197692;15197772;15200923;15324046;15408069;120;0;14;7;125;4_8;40
15474779;15474874;15478021;15609053;15692986;128;0;14;7;125;4_8;41
15759616;15759697;15762836;15894051;15978024;128;0;14;7;125;4_8;42
16044726;16044811;16047966;16179054;16262974;128;0;14;7;125;4_8;43
16329645;16329725;16332869;16472051;16556034;136;0;14;7;125;4_8;44
16622744;16622828;16625985;16765054;16849010;136;0;14;7;125;4_8;45
16915681;16915761;16918914;17058052;17142092;136;0;14;7;125;4_8;46
17212400;17212478;17215685;17353050;17436981;136;0;14;7;125;4_8;47
17503614;17503695;17506841;17656051;17740026;144;0;14;7;125;4_8;48
17806767;17806856;17810025;17959053;18043009;144;0;14;7;125;4_8;49
18109663;18109743;18112900;18262052;18346051;144;0;14;7;125;4_8;50
