TIteration;TBlock;TMessGen;TMessSend;TDisplay;TOA;Essai;TxPower;SF;Bandwith;CodingRate;Taille
3968928;3969006;3969194;3969278;4053410;0;0;14;0;250;4_5;0
4120081;4120161;4120425;4137058;4220908;13;0;14;7;250;4_5;1
4287456;4287536;4290642;4310055;4393937;16;0;14;7;250;4_5;2
4460537;4460618;4463733;4483058;4566892;16;0;14;7;250;4_5;3
4633460;4633540;4636649;4656056;4737506;16;0;14;7;250;4_5;4
4801734;4801817;4804948;4824052;4907880;16;0;14;7;250;4_5;5
4974452;4974533;4977648;5001059;5084985;19;0;14;7;250;4_5;6
5155353;5155431;5158616;5180059;5263886;19;0;14;7;250;4_5;7
5330420;5330501;5333611;5357056;5440948;19;0;14;7;250;4_5;8
5507556;5507636;5510751;5536057;5619912;21;0;14;7;250;4_5;9
5686504;5686585;5689697;5715056;5799052;21;0;14;7;250;4_5;10
5865732;5865815;5868954;5894058;5977960;21;0;14;7;250;4_5;11
6044663;6044744;6047873;6073050;6157019;21;0;14;7;250;4_5;12
6223698;6223778;6226906;6254057;6337962;24;0;14;7;250;4_5;13
6404581;6404669;6407781;6435055;6518985;24;0;14;7;250;4_5;14
6585702;6585787;6588940;6616058;6700000;24;0;14;7;250;4_5;15
6770303;6770382;6773565;6805057;6889067;26;0;14;7;250;4_5;16
6955742;6955825;6958970;6990058;7074029;26;0;14;7;250;4_5;17
7140667;7140748;7143884;7175056;7259035;26;0;14;7;250;4_5;18
7325717;7325802;7328950;7360052;7443950;26;0;14;7;250;4_5;19
7510588;7510672;7513808;7547055;7631044;29;0;14;7;250;4_5;20
7697768;7697853;7700989;7734057;7817950;29;0;14;7;250;4_5;21
7884597;7884681;7887812;7921056;8005044;29;0;14;7;250;4_5;22
8071787;8071935;8075111;8110057;8193993;31;0;14;7;250;4_5;23
8264345;8264423;8267618;8303058;8387033;31;0;14;7;250;4_5;24
8453695;8453775;8456918;8492058;8575967;31;0;14;7;250;4_5;25
8642597;8642678;8645812;8681050;8765003;31;0;14;7;250;4_5;26
8831728;8831817;8834964;8872057;8955960;34;0;14;7;250;4_5;27
9022583;9022664;9025799;9063055;9147149;34;0;14;7;250;4_5;28
9213856;9213947;9217088;9254058;9337994;34;0;14;7;250;4_5;29
9404621;9404702;9407837;9449055;9533030;36;0;14;7;250;4_5;30
9599722;9599806;9602956;9644058;9727937;36;0;14;7;250;4_5;31
9794570;9794650;9797783;9839056;9923020;36;0;14;7;250;4_5;32
9993404;9993482;9996680;10036054;10120044;36;0;14;7;250;4_5;33
10186681;10186762;10189913;10233055;10317059;39;0;14;7;250;4_5;34
10383754;10383835;10387000;10430057;10513978;39;0;14;7;250;4_5;35
10580648;10580728;10583877;10627055;10711042;39;0;14;7;250;4_5;36
10777729;10777813;10780962;10826057;10909970;42;0;14;7;250;4_5;37
10976608;10976692;10979834;11025056;11109125;42;0;14;7;250;4_5;38
11175831;11175921;11179065;11224058;11307983;42;0;14;7;250;4_5;39
11374618;11374699;11377846;11423050;11507057;42;0;14;7;250;4_5;40
11577456;11577534;11580755;11628063;11711978;44;0;14;7;250;4_5;41
11778609;11778694;11781830;11831055;11915038;44;0;14;7;250;4_5;42
11981693;11981773;11984933;12034058;12118076;44;0;14;7;250;4_5;43
12184748;12184831;12187999;12239055;12323020;47;0;14;7;250;4_5;44
12389735;12389819;12392970;12444058;12528003;47;0;14;7;250;4_5;45
12594650;12594731;12597886;12649056;12733069;47;0;14;7;250;4_5;46
12799770;12799853;12803006;12854052;12937975;47;0;14;7;250;4_5;47
13008270;13008349;13011548;13063057;13147124;49;0;14;7;250;4_5;48
13213822;13213915;13217062;13270057;13353983;49;0;14;7;250;4_5;49
13420664;13420744;13423898;13477056;13561021;49;0;14;7;250;4_5;50
13627711;13627792;13630960;13686057;13769989;52;0;14;7;250;4_5;51
13836651;13836731;13839898;13895060;13979044;52;0;14;7;250;4_5;52
14045731;14045815;14048972;14104058;14187989;52;0;14;7;250;4_5;53
14254618;14254701;14257851;14313050;14397038;52;0;14;7;250;4_5;54
14463710;14463791;14466950;14526057;14610003;54;0;14;7;250;4_5;55
14680292;14680370;14683577;14743057;14827033;54;0;14;7;250;4_5;56
14893756;14893840;14897006;14956057;15039980;54;0;14;7;250;4_5;57
15106777;15106861;15110017;15171055;15255021;57;0;14;7;250;4_5;58
15321713;15321793;15324957;15386058;15469975;57;0;14;7;250;4_5;59
15536646;15536726;15539888;15601055;15685034;57;0;14;7;250;4_5;60
15751740;15751827;15754987;15816052;15899973;57;0;14;7;250;4_5;61
15966607;15966698;15969849;16033055;16117083;60;0;14;7;250;4_5;62
16183791;16183885;16187048;16250057;16334008;60;0;14;7;250;4_5;63
16404244;16404322;16407536;16469058;16553052;60;0;14;7;250;4_5;64
16619721;16619805;16622970;16690057;16773942;62;0;14;7;250;4_5;65
16840584;16840665;16843824;16911056;16995087;62;0;14;7;250;4_5;66
17061745;17061827;17064992;17132058;17215970;62;0;14;7;250;4_5;67
