TIteration;TBlock;TMessGen;TMessSend;TDisplay;TOA;Essai;TxPower;SF;Bandwith;CodingRate;Taille
3897925;3898003;3898193;3898276;3982371;0;0;14;0;125;4_5;0
4048965;4049046;4049310;4156055;4239942;104;0;14;9;125;4_5;1
4306477;4306558;4309663;4417049;4500927;104;0;14;9;125;4_5;2
4567531;4567611;4570727;4678051;4761860;104;0;14;9;125;4_5;3
4828400;4828481;4831587;4961053;5042509;124;0;14;9;125;4_5;4
5106739;5106822;5109956;5239055;5322902;124;0;14;9;125;4_5;5
5389510;5389594;5392711;5522053;5605966;124;0;14;9;125;4_5;6
5676114;5676192;5679372;5805057;5888896;124;0;14;9;125;4_5;7
5955428;5955508;5958621;6088048;6171937;124;0;14;9;125;4_5;8
6238533;6238614;6241729;6391055;6474860;145;0;14;9;125;4_5;9
6541456;6541536;6544644;6694053;6778021;145;0;14;9;125;4_5;10
6844728;6844812;6847954;6997055;7081059;145;0;14;9;125;4_5;11
7147722;7147807;7150931;7300053;7384031;145;0;14;9;125;4_5;12
7450693;7450773;7453902;7623055;7706950;165;0;14;9;125;4_5;13
7773601;7773686;7776811;7946053;8029997;165;0;14;9;125;4_5;14
8096760;8096848;8099979;8269055;8352983;165;0;14;9;125;4_5;15
8423247;8423325;8426505;8596055;8680019;165;0;14;9;125;4_5;16
8746766;8746851;8749992;8919050;9003016;165;0;14;9;125;4_5;17
9069645;9069725;9072907;9262053;9346021;186;0;14;9;125;4_5;18
9412690;9412770;9415916;9605055;9688950;186;0;14;9;125;4_5;19
9755576;9755661;9758785;9948053;10032023;186;0;14;9;125;4_5;20
10098791;10098883;10102011;10291055;10374950;186;0;14;9;125;4_5;21
10441679;10441760;10444908;10656053;10740036;206;0;14;9;125;4_5;22
10806766;10806849;10809990;11021059;11105077;206;0;14;9;125;4_5;23
11175315;11175393;11178589;11388055;11472036;206;0;14;9;125;4_5;24
11538726;11538810;11541954;11753055;11836968;206;0;14;9;125;4_5;25
11903604;11903688;11906833;12118048;12202102;206;0;14;9;125;4_5;26
12268800;12268891;12272027;12503055;12586983;227;0;14;9;125;4_5;27
12653612;12653693;12656829;12888053;12972061;227;0;14;9;125;4_5;28
13038748;13038832;13041976;13273059;13356996;227;0;14;9;125;4_5;29
13423660;13423741;13426888;13658053;13742042;227;0;14;9;125;4_5;30
13812422;13812500;13815698;14065057;14149075;247;0;14;9;125;4_5;31
14215698;14215778;14218923;14470053;14554023;247;0;14;9;125;4_5;32
14620696;14620777;14623929;14875055;14958965;247;0;14;9;125;4_5;33
15025662;15025743;15028892;15280053;15364021;247;0;14;9;125;4_5;34
15430747;15430830;15433983;15685050;15768979;247;0;14;9;125;4_5;35
15835612;15835693;15838831;16110053;16194057;268;0;14;9;125;4_5;36
16260752;16260834;16263985;16535055;16618974;268;0;14;9;125;4_5;37
16685682;16685763;16688923;16960053;17044031;268;0;14;9;125;4_5;38
17114341;17114419;17117627;17387057;17470983;268;0;14;9;125;4_5;39
17537629;17537709;17540847;17834057;17918063;288;0;14;9;125;4_5;40
17984761;17984844;17987996;18281055;18364976;288;0;14;9;125;4_5;41
18431613;18431694;18434831;18728053;18812031;288;0;14;9;125;4_5;42
18878722;18878807;18881960;19175055;19258983;288;0;14;9;125;4_5;43
19325620;19325700;19328841;19622048;19706038;288;0;14;9;125;4_5;44
19772750;19772835;19775992;20089055;20172988;309;0;14;9;125;4_5;45
20239694;20239775;20242933;20556053;20640031;309;0;14;9;125;4_5;46
20710293;20710371;20713585;21025057;21109016;309;0;14;9;125;4_5;47
21175636;21175716;21178878;21492053;21576038;309;0;14;9;125;4_5;48
21642742;21642830;21645985;21979055;22063003;329;0;14;9;125;4_5;49
22129658;22129738;22132884;22466053;22550034;329;0;14;9;125;4_5;50
22616746;22616828;22619987;22953055;23037001;329;0;14;9;125;4_5;51
23103678;23103758;23106920;23440053;23524044;329;0;14;9;125;4_5;52
23590744;23590828;23593985;23927050;24010971;329;0;14;9;125;4_5;53
24081321;24081399;24084614;24436055;24520044;350;0;14;9;125;4_5;54
24586752;24586834;24590009;24943055;25026971;350;0;14;9;125;4_5;55
25093687;25093767;25096929;25450053;25534057;350;0;14;9;125;4_5;56
25600779;25600872;25604029;25957055;26040971;350;0;14;9;125;4_5;57
26107641;26107721;26110880;26486053;26570057;370;0;14;9;125;4_5;58
26636744;26636828;26639990;27015055;27099006;370;0;14;9;125;4_5;59
27165656;27165740;27168902;27544053;27628085;370;0;14;9;125;4_5;60
27694762;27694846;27698009;28073062;28156976;370;0;14;9;125;4_5;61
28227168;28227246;28230464;28606050;28690073;370;0;14;9;125;4_5;62
28756760;28756844;28760004;29155055;29238979;391;0;14;9;125;4_5;63
29305608;29305688;29308841;29704053;29788023;391;0;14;9;125;4_5;64
29854711;29854792;29857964;30253055;30336979;391;0;14;9;125;4_5;65
30403637;30403717;30406882;30802053;30886031;391;0;14;9;125;4_5;66
30952685;30952765;30955944;31371055;31454992;411;0;14;9;125;4_5;67
31521673;31521753;31524920;31940057;32024051;411;0;14;9;125;4_5;68
32090774;32090859;32094029;32509055;32592971;411;0;14;9;125;4_5;69
32663170;32663248;32666469;33082055;33166053;411;0;14;9;125;4_5;70
33232743;33232830;33236002;33651050;33735016;411;0;14;9;125;4_5;71
33801643;33801723;33804884;34240053;34324017;432;0;14;9;125;4_5;72
34390738;34390822;34393998;34829055;34912972;432;0;14;9;125;4_5;73
34979608;34979688;34982882;35418053;35502069;432;0;14;9;125;4_5;74
35568761;35568844;35572017;36007055;36091010;432;0;14;9;125;4_5;75
36157625;36157705;36160860;36618053;36702038;452;0;14;9;125;4_5;76
36772322;36772401;36775628;37229078;37313006;452;0;14;9;125;4_5;77
37379637;37379717;37382942;37840053;37924055;452;0;14;9;125;4_5;78
37990771;37990855;37994025;38451064;38535010;452;0;14;9;125;4_5;79
38601648;38601728;38604906;39062048;39146061;452;0;14;9;125;4_5;80
39212748;39212832;39216006;39693055;39776997;473;0;14;9;125;4_5;81
39843617;39843702;39846888;40324053;40408094;473;0;14;9;125;4_5;82
40474791;40474885;40478048;40955055;41038965;473;0;14;9;125;4_5;83
41105640;41105720;41108906;41586053;41670042;473;0;14;9;125;4_5;84
41740448;41740526;41743758;42239057;42322988;493;0;14;9;125;4_5;85
42389648;42389729;42392908;42890053;42974042;493;0;14;9;125;4_5;86
43040698;43040779;43043968;43541055;43624994;493;0;14;9;125;4_5;87
43691649;43691730;43694904;44192057;44276033;493;0;14;9;125;4_5;88
44342719;44342803;44345976;44843054;44927001;493;0;14;9;125;4_5;89
44993655;44993735;44996918;45514053;45598077;514;0;14;9;125;4_5;90
45664765;45664849;45668037;46185055;46268983;514;0;14;9;125;4_5;91
46335619;46335699;46338878;46856053;46940033;514;0;14;9;125;4_5;92
47010303;47010385;47013627;47529057;47613053;514;0;14;9;125;4_5;93
47679686;47679766;47682968;48222053;48306047;534;0;14;9;125;4_5;94
48372714;48372799;48375981;48915055;48998992;534;0;14;9;125;4_5;95
49065635;49065715;49068902;49608057;49692065;534;0;14;9;125;4_5;96
49758747;49758830;49762017;50301055;50384996;534;0;14;9;125;4_5;97
50451607;50451688;50454872;50994047;51078115;534;0;14;9;125;4_5;98
51144799;51144890;51148066;51707054;51790980;554;0;14;9;125;4_5;99
51861296;51861374;51864611;52422054;52506097;554;0;14;9;125;4_5;100
52572817;52572906;52576089;53135054;53219018;554;0;14;9;125;4_5;101
53285672;53285753;53288948;53848052;53932065;554;0;14;9;125;4_5;102
53998747;53998831;54002022;54581054;54664993;575;0;14;9;125;4_5;103
54731617;54731701;54734891;55314052;55398123;575;0;14;9;125;4_5;104
55464824;55464912;55468094;56047054;56131032;575;0;14;9;125;4_5;105
56197686;56197766;56200959;56780052;56864080;575;0;14;9;125;4_5;106
NaN;56930896;56934081;57513049;57596993;575;0;14;9;125;4_5;107
57667247;57667325;57670562;58268054;58352065;595;0;14;9;125;4_5;108
58418715;58418798;58421987;59021054;59105058;595;0;14;9;125;4_5;109
59171685;59171765;59174959;59774052;59858037;595;0;14;9;125;4_5;110
59924729;59924813;59928001;60527054;60611034;595;0;14;9;125;4_5;111
60677704;60677785;60680973;61302052;61386076;616;0;14;9;125;4_5;112
61452760;61452845;61456044;62077054;62160991;616;0;14;9;125;4_5;113
