TIteration;TBlock;TMessGen;TMessSend;TDisplay;TOA;Essai;TxPower;SF;Bandwith;CodingRate;Taille
2546929;2547007;2547197;2547280;2631401;0;0;14;0;125;4_5;0
2697984;2698064;2698328;2755054;2838910;52;0;14;8;125;4_5;1
2905437;2905518;2908623;2966048;3049922;52;0;14;8;125;4_5;2
3116982;3117062;3120175;3187054;3270852;62;0;14;8;125;4_5;3
3337391;3337471;3340581;3408052;3489521;62;0;14;8;125;4_5;4
3553682;3553762;3556890;3624055;3707884;62;0;14;8;125;4_5;5
3774498;3774579;3777725;3845053;3928962;62;0;14;8;125;4_5;6
3999148;3999227;4002407;4079057;4162916;73;0;14;8;125;4_5;7
4229479;4229560;4232670;4310053;4393948;73;0;14;8;125;4_5;8
4460552;4460632;4463746;4541055;4624875;73;0;14;8;125;4_5;9
4691470;4691550;4694658;4772053;4855990;73;0;14;8;125;4_5;10
4922691;4922771;4925904;5013055;5097017;83;0;14;8;125;4_5;11
5163620;5163700;5166815;5254057;5337997;83;0;14;8;125;4_5;12
5404638;5404718;5407838;5495055;5578942;83;0;14;8;125;4_5;13
5645546;5645634;5648750;5736053;5819992;83;0;14;8;125;4_5;14
5886703;5886788;5889920;5987054;6071035;93;0;14;8;125;4_5;15
6141255;6141333;6144517;6240055;6324057;93;0;14;8;125;4_5;16
6390791;6390883;6394021;6491055;6574963;93;0;14;8;125;4_5;17
6641631;6641712;6644845;6742053;6826004;93;0;14;8;125;4_5;18
6892688;6892768;6895918;7003055;7087010;103;0;14;8;125;4_5;19
7153606;7153687;7156825;7264053;7348034;103;0;14;8;125;4_5;20
7414718;7414803;7417944;7525055;7608960;103;0;14;8;125;4_5;21
7675589;7675693;7678829;7786053;7870023;103;0;14;8;125;4_5;22
7936758;7936841;7939987;8057054;8141059;114;0;14;8;125;4_5;23
8211317;8211395;8214590;8330055;8414044;114;0;14;8;125;4_5;24
8480725;8480810;8483958;8601055;8684952;114;0;14;8;125;4_5;25
8751570;8751651;8754780;8872053;8956046;114;0;14;8;125;4_5;26
9022771;9022854;9026000;9153055;9236986;124;0;14;8;125;4_5;27
9303605;9303685;9306819;9434053;9518044;124;0;14;8;125;4_5;28
9584722;9584806;9587956;9715059;9799014;124;0;14;8;125;4_5;29
9865640;9865721;9868856;9996053;10080063;124;0;14;8;125;4_5;30
10146731;10146816;10149968;10289054;10372976;134;0;14;8;125;4_5;31
10443256;10443335;10446536;10586055;10670034;134;0;14;8;125;4_5;32
10736755;10736838;10739981;10879055;10962974;134;0;14;8;125;4_5;33
11029628;11029708;11032855;11172053;11256079;134;0;14;8;125;4_5;34
11322774;11322858;11326010;11475059;11558976;144;0;14;8;125;4_5;35
11625627;11625708;11628847;11778053;11862044;144;0;14;8;125;4_5;36
11928709;11928790;11931948;12081055;12164997;144;0;14;8;125;4_5;37
12231674;12231759;12234914;12384053;12468075;144;0;14;8;125;4_5;38
12534763;12534846;12537992;12697054;12781010;155;0;14;8;125;4_5;39
12851257;12851335;12854537;13012054;13096115;155;0;14;8;125;4_5;40
13162814;13162903;13166046;13325054;13408992;155;0;14;8;125;4_5;41
13475630;13475710;13478845;13638052;13722042;155;0;14;8;125;4_5;42
13788731;13788816;13791972;13961055;14044986;165;0;14;8;125;4_5;43
14111708;14111789;14114938;14284053;14368021;165;0;14;8;125;4_5;44
14434712;14434792;14437956;14607055;14690992;165;0;14;8;125;4_5;45
14757671;14757751;14760904;14930057;15014079;165;0;14;8;125;4_5;46
15080845;15080934;15084080;15263054;15346981;175;0;14;8;125;4_5;47
15417251;15417329;15420533;15598055;15682042;175;0;14;8;125;4_5;48
